"","Organism","n_prot"
"15777","Gummiglobus agglutinosporus",1
"15778","Gummiglobus joyceae",1
"15779","Guttulispora crataegi",2
"15780","Guyanagarika anomala",2
"15781","Guyanagarika aurantia",4
"15782","Guyanagarika pakaraimensis",11
"15783","Guyanagaster lucianii",1
"15784","Guyanagaster necrorhizus",5
"15785","Guyanaporus albipodus",4
"15786","Gyalecta fagicola",1
"15787","Gyalecta friesii",1
"15788","Gyalecta herculina",2
"15789","Gyalecta jenensis",2
"15790","Gyalecta schisticola",1
"15791","Gyalecta ulmi",2
"15792","Gyalectaria diluta",2
"15793","Gyalectaria gyalectoides",2
"15794","Gyalectaria jamesii",1
"15795","Gyalidea aff. lecideopsis var. eucarpa",4
"15796","Gyalidea fritzei",1
"15797","Gyalidea praetermissa",1
"15798","Gyalideopsis vulgaris",3
"15799","Gyalolechia flavorubescens",1
"15800","Gyalolechia fulgens",1
"15801","Gyalolechia stipitata",1
"15802","Gymnascella minnisii",1
"15803","Gymnoascus exasperatus",4
"15804","Gymnoascus reessii",4
"15805","Gymnoderma coccocarpum",1
"15806","Gymnogaster boletoides",4
"15807","Gymnopilus dilepis",15448
"15808","Gymnopilus junonius (Spectacular rustgill mushroom) (Gymnopilus spectabilis subsp. junonius)",24
"15809","Gymnopilus luteofolius",1
"15810","Gymnopilus penetrans",2
"15811","Gymnopilus sapineus",6
"15812","Gymnopilus sp. JULY089-08",1
"15813","Gymnopus alpinus",1
"15814","Gymnopus androsaceus",1
"15815","Gymnopus androsaceus JB14",28763
"15816","Gymnopus aquosus",2
"15817","Gymnopus contrarius",2
"15818","Gymnopus dryophilus",10
"15819","Gymnopus dryophilus var. lanipes",1
"15820","Gymnopus erythropus",1
"15821","Gymnopus fagiphilus",4
"15822","Gymnopus fusipes (Spindle toughshank) (Collybia fusipes)",2
"15823","Gymnopus hybridus",2
"15824","Gymnopus inusitatus var. cystidiatus",1
"15825","Gymnopus ocior",4
"15826","Gymnopus sp",1
"15827","Gymnopus sp. IHI363",3
"15828","Gymnosporangium annulatum",1
"15829","Gymnosporangium asiaticum",2
"15830","Gymnosporangium atlanticum",1
"15831","Gymnosporangium clavariiforme",3
"15832","Gymnosporangium confusum",1
"15833","Gymnosporangium cornutum",3
"15834","Gymnosporangium distortum",1
"15835","Gymnosporangium echinulatum",1
"15836","Gymnosporangium fusisporum",1
"15837","Gymnosporangium gracile",1
"15838","Gymnosporangium huanglongense",1
"15839","Gymnosporangium japonicum",1
"15840","Gymnosporangium juniperi-virginianae",1
"15841","Gymnosporangium lianhuaense",1
"15842","Gymnosporangium libocedri",1
"15843","Gymnosporangium nanwutaianum",1
"15844","Gymnosporangium pleoporum",1
"15845","Gymnosporangium przewalskii",2
"15846","Gymnosporangium sabinae (birnengitterrost)",1
"15847","Gymnosporangium sikangense",2
"15848","Gymnosporangium tsingchenense",1
"15849","Gymnosporangium turkestanicum",1
"15850","Gymnosporangium unicorne",1
"15851","Gymnosporangium yamadae",1
"15852","Gymnostellatospora alpina",1
"15853","Gymnostellatospora sp. Cr1",1
"15854","Gyoerffyella rotula",4
"15855","Gyrodon lividus",5
"15856","Gyrodon sp. HKAS 57588",3
"15857","Gyrodon sp. HKAS 59448",3
"15858","Gyrodontium sacchari",3
"15859","Gyrographa gyrocarpa",3
"15860","Gyrographa saxigena",2
"15861","Gyrographa sp. DE-2019a",1
"15862","Gyromitra ancilis",2
"15863","Gyromitra esculenta",6
"15864","Gyromitra fastigiata",1
"15865","Gyromitra gigas",1
"15866","Gyromitra infula",1
"15867","Gyromitra leucoxantha",1
"15868","Gyromitra melaleuca",1
"15869","Gyromitra perlata",1
"15870","Gyromitra pseudogigas",1
"15871","Gyromitra sp",1
"15872","Gyromitra sphaerospora",2
"15873","Gyromitra tianshanensis",1
"15874","Gyromitra xinjiangensis",1
"15875","Gyronactis asiatica",1
"15876","Gyroporus australiensis",4
"15877","Gyroporus borealis",3
"15878","Gyroporus brunnescens",2
"15879","Gyroporus castaneus",92
"15880","Gyroporus cf. brunneofloccosus",1
"15881","Gyroporus cyanescens",9
"15882","Gyroporus heterosporus",30
"15883","Gyroporus longicystidiatus",5
"15884","Gyroporus madagascariensis",1
"15885","Gyroporus mcnabbii",8
"15886","Gyroporus paralongicystidiatus",2
"15887","Gyroporus paramjitii",2
"15888","Gyroporus phaeocyanescens",1
"15889","Gyroporus purpurinus",2
"15890","Gyroporus robinsonii",1
"15891","Gyroporus roseialbus",1
"15892","Gyroporus smithii",1
"15893","Gyroporus sp",19
"15894","Gyroporus sp. Arora 00-429",2
"15895","Gyroporus sp. AWW-2009a",1
"15896","Gyroporus sp. E8155",1
"15897","Gyroporus sp. HKAS 52520",2
"15898","Gyroporus sp. HKAS 63505",3
"15899","Gyroporus subalbellus",4
"15900","Gyroporus umbrinisquamosus",2
"15901","Gyrothrix dichotoma",1
"15902","Gyrothrix encephalarti",1
"15903","Gyrothrix eucalypti",1
"15904","Gyrothrix inops",1
"15905","Gyrothrix ramosa",1
"15906","Gyrothrix verticiclada",6
"15907","Gyrothrix verticillata",1
"15908","Haematomma persoonii",1
"15909","Hagleromyces aurorensis",1
"15910","Haglerozyma chiarellii",3
"15911","Haligena elaterophora",1
"15912","Halobasidium sp",10
"15913","Halobasidium xiangyangense",2
"15914","Halobyssothecium cangshanense",1
"15915","Halobyssothecium carbonneanum",1
"15916","Halobyssothecium estuariae",1
"15917","Halobyssothecium kunmingense",1
"15918","Halobyssothecium obiones",1
"15919","Halocyphina villosa",1
"15920","Halodiatrype avicenniae",2
"15921","Halodiatrype salinicola",1
"15922","Halojulella avicenniae",2
"15923","Halomyces littoreus",2
"15924","Halonatospora pansihalos",3
"15925","Halorosellinia oceanica",4
"15926","Halorosellinia rhizophorae",1
"15927","Halosarpheia cf. kandeliae BCC13120",2
"15928","Halotestudina muriformis",1
"15929","Halteromyces radiatus",3
"15930","Hamamotoa lignophila",5
"15931","Hamamotoa singularis",5
"15932","Hamaspora acutissima",1
"15933","Hamatocanthoscypha laricionis",2
"15934","Hamatocanthoscypha podocarpi",2
"15935","Hamatocanthoscypha straminella",3
"15936","Hamigera avellanea",16
"15937","Hamigera avellanea var. alba",2
"15938","Hamigera brevicompacta",4
"15939","Hamigera cf. inflata IFM 63423",2
"15940","Hamigera cf. inflata IFM 63424",2
"15941","Hamigera cf. inflata IFM 63425",2
"15942","Hamigera fusca",9
"15943","Hamigera inflata",5
"15944","Hamigera ingelheimensis",12
"15945","Hamigera insecticola",11
"15946","Hamigera pallida",7
"15947","Hamigera paravellanea",10
"15948","Hamigera sp. NBRC 7721",2
"15949","Hamigera sp. NRRL 2108",5
"15950","Hamigera terricola",12
"15951","Hamiltosporidium magnivora",8125
"15952","Hamiltosporidium tvaerminnensis",8973
"15953","Haniomyces dodonaeae",5
"15954","Hannaella kunmingensis",5
"15955","Hannaella luteola",5
"15956","Hannaella oryzae",22
"15957","Hannaella sinensis",4
"15958","Hannaella sinensis var. lactis",1
"15959","Hannaella sinensis var. sinensis",1
"15960","Hannaella surugaensis",4
"15961","Hanseniaspora clermontiae",3
"15962","Hanseniaspora guilliermondii",3933
"15963","Hanseniaspora hatyaiensis (nom. inval.)",2
"15964","Hanseniaspora jakobsenii",2
"15965","Hanseniaspora lachancei",3
"15966","Hanseniaspora lindneri",4
"15967","Hanseniaspora meyeri",9
"15968","Hanseniaspora mollemarum",1
"15969","Hanseniaspora nectarophila",11
"15970","Hanseniaspora occidentalis",1
"15971","Hanseniaspora occidentalis var. citrica",6
"15972","Hanseniaspora occidentalis var. occidentalis",9
"15973","Hanseniaspora opuntiae",1416
"15974","Hanseniaspora osmophila",2204
"15975","Hanseniaspora pseudoguilliermondii",4
"15976","Hanseniaspora singularis (nom. inval.)",2
"15977","Hanseniaspora sp",2
"15978","Hanseniaspora sp. C44'",2
"15979","Hanseniaspora sp. C96'",2
"15980","Hanseniaspora sp. CR10-27",2
"15981","Hanseniaspora sp. CRUB 1583",2
"15982","Hanseniaspora sp. CRUB 1602",2
"15983","Hanseniaspora sp. CRUB 1604",2
"15984","Hanseniaspora sp. SR10-K1",2
"15985","Hanseniaspora taiwanica (nom. inval.)",2
"15986","Hanseniaspora thailandica (nom. inval.)",2
"15987","Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)",1476
"15988","Hanseniaspora valbyensis",19
"15989","Hanseniaspora valbyensis NRRL Y-1626",4627
"15990","Hanseniaspora vineae",5
"15991","Hansenopezia decora",2
"15992","Hansenopezia retrocurvata",1
"15993","Hansfordia pulvinata",2
"15994","Hansfordia sp. HDN13-341",1
"15995","Hapalocystis berkeleyi",7
"15996","Hapalocystis occidentalis",1
"15997","Hapalopilus croceus",1
"15998","Hapalopilus rutilans",4
"15999","Haploanthostomella elaeidis",1
"16000","Haplographium delicatum",4
"16001","Haploporus latisporus",3
"16002","Haploporus microsporus",1
"16003","Haploporus nepalensis",2
"16004","Haploporus odorus",3
"16005","Haploporus sp. 1 LLS-2016",2
"16006","Haploporus sp. 2 LLS-2016",2
"16007","Haploporus sp. 3 LLS-2016",2
"16008","Haploporus subtrameteus",3
"16009","Haploporus thindii",2
"16010","Haplosporangium bisporale",4
"16011","Hapsidomyces venezuelensis",1
"16012","Hapsidospora chrysogena (Acremonium chrysogenum)",100
"16013","Hapsidospora chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / IAM 14645 / JCM 23072 / IMI 49137) (Acremonium chrysogenum)",8581
"16014","Hapsidospora inversa",2
"16015","Hapsidospora irregularis",7
"16016","Haptocillium sinense",4
"16017","Harknessia arctostaphyli",1
"16018","Harknessia australiensis",4
"16019","Harknessia banksiae",4
"16020","Harknessia banksiae-repens",2
"16021","Harknessia banksiigena",1
"16022","Harknessia bourbonica",1
"16023","Harknessia capensis",4
"16024","Harknessia communis",4
"16025","Harknessia corymbiae",2
"16026","Harknessia corymbiicola",1
"16027","Harknessia cupressi",2
"16028","Harknessia ellipsoidea",5
"16029","Harknessia eucalypti",5
"16030","Harknessia eucalyptorum",8
"16031","Harknessia fusiformis",7
"16032","Harknessia gibbosa",11
"16033","Harknessia globispora",6
"16034","Harknessia hawaiiensis",8
"16035","Harknessia ipereniae",3
"16036","Harknessia karwarrae",2
"16037","Harknessia kleinzeeina",2
"16038","Harknessia leucospermi",4
"16039","Harknessia malayensis",2
"16040","Harknessia pellitae",1
"16041","Harknessia pilularis",4
"16042","Harknessia platyphyllae",1
"16043","Harknessia protearum",4
"16044","Harknessia pseudohawaiiensis",5
"16045","Harknessia ravenstreetina",5
"16046","Harknessia renispora",5
"16047","Harknessia rhabdosphaera",6
"16048","Harknessia sp",1
"16049","Harknessia sp. CPC 11153",2
"16050","Harknessia sp. YMF-2018a",1
"16051","Harknessia spermatoidea",3
"16052","Harknessia syzygii",3
"16053","Harknessia uromycoides",3
"16054","Harknessia viterboensis",1
"16055","Harknessia weresubiae",10
"16056","Harmajaea guldeniae",3
"16057","Harmajaea harperi",1
"16058","Harmajaea wellsiae",1
"16059","Harpella melusinae",4
"16060","Harpella sp. NF-MC-18",1
"16061","Harpellales sp. ALG-10-W3",2
"16062","Harpellales sp. ALG-13-W1",5
"16063","Harpellales sp. NF-MC-15",1
"16064","Harpellomyces eccentricus",1
"16065","Harpellomyces montanus",1
"16066","Harpochytrium sp. JEL105",14
"16067","Harpochytrium sp. JEL94",17
"16068","Harpophora sp. CBS 541.86",1
"16069","Harposporium anguillulae",1
"16070","Harposporium harposporiferum",2
"16071","Harringtonia aguacate",1
"16072","Harringtonia brunnea",1
"16073","Harringtonia lauricola",14
"16074","Harrya alpina",3
"16075","Harrya atriceps",3
"16076","Harrya atrogrisea",3
"16077","Harrya chromipes",19
"16078","Harrya moniliformis",3
"16079","Harrya sp",52
"16080","Harrya sp. HKAS 50526",2
"16081","Harrya sp. HKAS 51181",3
"16082","Harrya sp. HKAS 90194",3
"16083","Harrya subalpina",4
"16084","Harzia tenella",3
"16085","Hasegawazyma lactosa",3
"16086","Hausknechtia floriformis",1
"16087","Hawksworthiana sp",2
"16088","Hawksworthiomyces lignivorus",5
"16089","Hebeloma aanenii",8
"16090","Hebeloma adherens",1
"16091","Hebeloma aestivale",7
"16092","Hebeloma alboerumpens",2
"16093","Hebeloma alpinum",6
"16094","Hebeloma aminophilum",2
"16095","Hebeloma aminophilum f. hygrosarx",1
"16096","Hebeloma ammophilum",2
"16097","Hebeloma angustilamellatum",1
"16098","Hebeloma aurantioumbrinum",2
"16099","Hebeloma bulbiferum",4
"16100","Hebeloma cavipes",9
"16101","Hebeloma celatum",6
"16102","Hebeloma cf. crustuliniforme 1 UE-2011",2
"16103","Hebeloma cf. crustuliniforme 2 UE-2011",2
"16104","Hebeloma cf. tomentosum JCS101905C",1
"16105","Hebeloma circinans",2
"16106","Hebeloma colvinii",2
"16107","Hebeloma crustuliniforme",4
"16108","Hebeloma cylindrosporum",37
"16109","Hebeloma cylindrosporum h7",14988
"16110","Hebeloma dunense",5
"16111","Hebeloma eburneum",6
"16112","Hebeloma echinosporum",2
"16113","Hebeloma edurum",1
"16114","Hebeloma erebium",3
"16115","Hebeloma erumpens",3
"16116","Hebeloma fastibile",2
"16117","Hebeloma fragilipes",4
"16118","Hebeloma geminatum",7
"16119","Hebeloma grandisporum",2
"16120","Hebeloma griseopruinatum",2
"16121","Hebeloma helodes",15
"16122","Hebeloma hiemale",10
"16123","Hebeloma incarnatulum",4
"16124","Hebeloma indicum",1
"16125","Hebeloma ingratum",4
"16126","Hebeloma laetitiae",3
"16127","Hebeloma laterinum",1
"16128","Hebeloma leucosarx",9
"16129","Hebeloma limbatum",4
"16130","Hebeloma longicaudum",1
"16131","Hebeloma louiseae",3
"16132","Hebeloma luteicystidiatum",2
"16133","Hebeloma lutense",8
"16134","Hebeloma marginatulum",4
"16135","Hebeloma matritense",4
"16136","Hebeloma mediorufum",4
"16137","Hebeloma mesophaeum",15
"16138","Hebeloma minus",4
"16139","Hebeloma naviculosporum",4
"16140","Hebeloma nigellum",4
"16141","Hebeloma olympianum",2
"16142","Hebeloma oreophilum",3
"16143","Hebeloma pallidolabiatum",2
"16144","Hebeloma parvicystidiatum",3
"16145","Hebeloma parvisporum",1
"16146","Hebeloma perexiguum",3
"16147","Hebeloma plesiocistum",2
"16148","Hebeloma populinum",3
"16149","Hebeloma porphyrosporum",1
"16150","Hebeloma pseudofragilipes",7
"16151","Hebeloma pusillum",4
"16152","Hebeloma quercetorum",5
"16153","Hebeloma radicosum",8
"16154","Hebeloma rostratum",5
"16155","Hebeloma sacchariolens",3
"16156","Hebeloma salicicola",4
"16157","Hebeloma sinapizans",12
"16158","Hebeloma sinuosum",1
"16159","Hebeloma sp. AK-2019a",1
"16160","Hebeloma sp. Beker HJB10260",1
"16161","Hebeloma sp. Beker HJB10427",2
"16162","Hebeloma sp. C JV08-278",1
"16163","Hebeloma sp. JCS91904A",2
"16164","Hebeloma sp. pajaritoNM",1
"16165","Hebeloma sp. PBM2674",1
"16166","Hebeloma sp. PBM2693",2
"16167","Hebeloma subconcolor",4
"16168","Hebeloma syrjense",4
"16169","Hebeloma theobrominum",4
"16170","Hebeloma truncatum",3
"16171","Hebeloma vaccinum",9
"16172","Hebeloma velutipes",18
"16173","Hebeloma vesterholtii",6
"16174","Hebeloma victoriense",1
"16175","Heimioporus aff. japonicus HKAS 52236",3
"16176","Heimioporus australis",1
"16177","Heimioporus betula",2
"16178","Heimioporus cf. mandarinus",4
"16179","Heimioporus conicus",1
"16180","Heimioporus cooloolae",2
"16181","Heimioporus fruticicola",2
"16182","Heimioporus gaojiaocong",10
"16183","Heimioporus ivoryi",1
"16184","Heimioporus japonicus",78
"16185","Heimioporus mandarinus",2
"16186","Heimioporus sinensis",2
"16187","Heimioporus sp",3
"16188","Heimioporus sp. HKAS 53451",3
"16189","Heimioporus subretisporus",3
"16190","Heinemannomyces sp. ZRL185",1
"16191","Heinemannomyces splendidissimus",1
"16192","Heinzbutinia microspora",1
"16193","Heinzbutinia solheimii",1
"16194","Heiomasia sipmanii",1
"16195","Heitmania castanopsis",8
"16196","Heitmania elacocarpi",1
"16197","Heitmania litseae",4
"16198","Heleococcum japonense",2
"16199","Helicascus alatus",2
"16200","Helicascus kanaloanus",6
"16201","Helicascus mangrovei",6
"16202","Helicascus nypae",4
"16203","Helicascus thalassioideus",1
"16204","Helicoarctatus aquaticus",2
"16205","Helicoarctatus thailandicus",1
"16206","Helicoascotaiwania lacustris",3
"16207","Helicobasidium mompa",5
"16208","Helicocarpus griseus",1
"16209","Helicocarpus griseus UAMH5409",9854
"16210","Helicocollum chanthaburiensis",1
"16211","Helicocollum krabiensis",1
"16212","Helicocollum surathaniensis",1
"16213","Helicodochium aquaticum",2
"16214","Helicohyalinum aquaticum",4
"16215","Helicohyalinum infundibulum",2
"16216","Helicoma aquaticum",2
"16217","Helicoma brunneisporum",2
"16218","Helicoma fusiforme",1
"16219","Helicoma guttulatum",3
"16220","Helicoma hongkongense",2
"16221","Helicoma hydei",1
"16222","Helicoma longisporum",3
"16223","Helicoma miscanthi",1
"16224","Helicoma multiseptatum",2
"16225","Helicoma nematosporum",2
"16226","Helicoma rubriappendiculatum",2
"16227","Helicoma rufum",1
"16228","Helicoma septoconstrictum",2
"16229","Helicoma siamense",2
"16230","Helicomyces colligatus",2
"16231","Helicomyces hyalosporus",2
"16232","Helicomyces roseus",5
"16233","Helicomyces torquatus",2
"16234","Helicosporium aquaticum",2
"16235","Helicosporium flavisporum",2
"16236","Helicosporium flavum",1
"16237","Helicosporium luteosporum",2
"16238","Helicosporium setiferum",2
"16239","Helicosporium sp. HN1",1
"16240","Helicosporium thailandense",1
"16241","Helicosporium vesicarium",2
"16242","Helicosporium viridiflavum",2
"16243","Helicostylum cordense",2
"16244","Helicostylum elegans",3
"16245","Helicostylum pulchrum",4
"16246","Helicotubeufia guangxiensis",4
"16247","Helicotubeufia hydei",4
"16248","Helicotubeufia jonesii",2
"16249","Heliocybe sulcata",12279
"16250","Heliogaster columellifer",1
"16251","Helminthosphaeria carpathica",1
"16252","Helminthosphaeria cf. stuppea JF04120",1
"16253","Helminthosphaeria cf. stuppea TL11998",1
"16254","Helminthosphaeria clavariarum",1
"16255","Helminthosphaeria corticiorum",1
"16256","Helminthosphaeria hyphodermae",1
"16257","Helminthosphaeria ludens",1
"16258","Helminthosphaeria odontiae",1
"16259","Helminthosphaeria tomaculum",1
"16260","Helminthosphaeria triseptata",1
"16261","Helminthosporiella stilbacea",2
"16262","Helminthosporium aquaticum",1
"16263","Helminthosporium austriacum",4
"16264","Helminthosporium cespitosum",3
"16265","Helminthosporium dalbergiae",1
"16266","Helminthosporium erythrinicola",1
"16267","Helminthosporium genistae",2
"16268","Helminthosporium hispanicum",2
"16269","Helminthosporium juglandinum",6
"16270","Helminthosporium leucadendri",3
"16271","Helminthosporium magnisporum",1
"16272","Helminthosporium massarinum",1
"16273","Helminthosporium microsorum",4
"16274","Helminthosporium oligosporum",3
"16275","Helminthosporium quercinum",7
"16276","Helminthosporium solani",12
"16277","Helminthosporium sp",1
"16278","Helminthosporium sp. H 4739",1
"16279","Helminthosporium sp. yone 38",1
"16280","Helminthosporium sp. yone 63",1
"16281","Helminthosporium sp. yone 96",1
"16282","Helminthosporium submersum",3
"16283","Helminthosporium syzygii",1
"16284","Helminthosporium tiliae",3
"16285","Helminthosporium velutinum",12
"16286","Helotiaceae sp",3
"16287","Helotiaceae sp. UHH 1-13-18-4",2
"16288","Helotiales sp",7
"16289","Helotiales sp. 1 MP-2020",2
"16290","Helotiales sp. 2 MP-2020",2
"16291","Helotiales sp. 3 MP-2020",1
"16292","Helotiales sp. 4 MP-2020",1
"16293","Helotiales sp. KL244",3
"16294","Helotiales sp. PDD 111530",3
"16295","Helvella acetabulum",12
"16296","Helvella albella",1
"16297","Helvella alpestris",10
"16298","Helvella alpicola",6
"16299","Helvella alpina",7
"16300","Helvella arctoalpina",11
"16301","Helvella astieri",1
"16302","Helvella atra",12
"16303","Helvella bachu",1
"16304","Helvella bicolor",6
"16305","Helvella calycina",8
"16306","Helvella capucina",9
"16307","Helvella capucinoides",3
"16308","Helvella carnosa",3
"16309","Helvella compressa",3
"16310","Helvella corbierei",4
"16311","Helvella corium",10
"16312","Helvella costata",2
"16313","Helvella costifera",11
"16314","Helvella crispa",13
"16315","Helvella dalgeri",3
"16316","Helvella danica",3
"16317","Helvella dissingii",1
"16318","Helvella dryadophila",7
"16319","Helvella elastica",9
"16320","Helvella ephippioides",3
"16321","Helvella ephippium",1
"16322","Helvella fallax",12
"16323","Helvella fibrosa",11
"16324","Helvella fistulosa",5
"16325","Helvella fusca",6
"16326","Helvella fuscolacunosa",3
"16327","Helvella griseoalba",2
"16328","Helvella helvellula",5
"16329","Helvella hispanica",2
"16330","Helvella hyperborea",6
"16331","Helvella hypocrateriformis",3
"16332","Helvella iberica",3
"16333","Helvella inexpectata",2
