"","protid","Organism","Taxonomic.lineage","Kingdom","Phylum","Order"
"290","A0A164ZG22","Xylona heveae (strain CBS 132557 / TC161)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Xylonomycetes (class), Xylonales (order), Xylonaceae (family), Xylona (genus), Xylona heveae (species)","Fungi","Ascomycota","Xylonales"
"291","A0A167PPE2","Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Phycomycetaceae (family), Phycomyces (genus), Phycomyces blakesleeanus (species)","Fungi","Mucoromycota","Mucorales"
"292","A0A177CW55","Paraphaeosphaeria sporulosa","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Massarineae (suborder), Didymosphaeriaceae (family), Paraphaeosphaeria (genus)","Fungi","Ascomycota","Pleosporales"
"293","A0A177E1H2","Alternaria alternata (Alternaria rot fungus) (Torula alternata)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Alternaria (genus), Alternaria sect. Alternaria (no rank), Alternaria alternata complex (no rank)","Fungi","Ascomycota","Pleosporales"
"294","A0A179A0H1","Fonsecaea erecta","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Fonsecaea (genus)","Fungi","Ascomycota","Chaetothyriales"
"295","A0A182PSX8","Anopheles epiroticus","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Diptera (order), Nematocera (suborder), Culicomorpha (infraorder), Culicoidea (superfamily), Culicidae (family), Anophelinae (subfamily), Anopheles (genus), Cellia (subgenus), Pyretophorus (no rank), sundaicus species complex (no rank)","Metazoa","Arthropoda","Diptera"
"296","A0A194SBU9","Rhodotorula graminis (strain WP1)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Microbotryomycetes (class), Sporidiobolales (order), Sporidiobolaceae (family), Rhodotorula (genus), Rhodotorula graminis (species)","Fungi","Basidiomycota","Sporidiobolales"
"297","A0A194WVR3","Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Helotiales (order), Mollisiaceae (family), Mollisia (genus)","Fungi","Ascomycota","Helotiales"
"298","A0A1A0H631","Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (no rank), Metschnikowiaceae (family), Metschnikowia (genus), Metschnikowia bicuspidata (species), Metschnikowia bicuspidata var. bicuspidata (varietas)","Fungi","Ascomycota","Saccharomycetales"
"299","A0A1A6A5N8","Kwoniella dejecticola CBS 10117","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Kwoniella (genus), Kwoniella dejecticola (species)","Fungi","Basidiomycota","Tremellales"
"300","A0A1B6DIA0","Clastoptera arizonana (Arizona spittle bug)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Hexapoda (subphylum), Insecta (class), Dicondylia (no rank), Pterygota (subclass), Neoptera (infraclass), Paraneoptera (cohort), Hemiptera (order), Auchenorrhyncha (suborder), Cicadomorpha (infraorder), Cercopoidea (superfamily), Clastopteridae (family), Clastoptera (genus)","Metazoa","Arthropoda","Hemiptera"
"301","A0A1B8GMZ9","Pseudogymnoascus verrucosus","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Leotiomycetes incertae sedis (no rank), Pseudeurotiaceae (family), Pseudogymnoascus (genus)","Fungi","Ascomycota","no_order_rank"
"302","A0A1B9I216","Kwoniella pini CBS 10737","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Kwoniella (genus), Kwoniella pini (species)","Fungi","Basidiomycota","Tremellales"
"303","A0A1D2VM19","Ascoidea rubescens DSM 1968","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser2 clade (no rank), Ascoideaceae (family), Ascoidea (genus), Ascoidea rubescens (species)","Fungi","Ascomycota","Saccharomycetales"
"304","A0A1D9QC36","Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Helotiales (order), Sclerotiniaceae (family), Sclerotinia (genus), Sclerotinia sclerotiorum (species)","Fungi","Ascomycota","Helotiales"
"305","A0A1E3HTR3","Cryptococcus amylolentus CBS 6039","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus amylolentus (species)","Fungi","Basidiomycota","Tremellales"
"306","A0A1E3K703","Cryptococcus wingfieldii CBS 7118","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus wingfieldii (species)","Fungi","Basidiomycota","Tremellales"
"307","A0A1E4U371","Pachysolen tannophilus NRRL Y-2460","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetales incertae sedis (no rank), CUG-Ala clade (no rank), Pachysolen (genus), Pachysolen tannophilus (species)","Fungi","Ascomycota","Saccharomycetales"
"308","A0A1U8QP47","Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Nidulantes (subgenus), Emericella nidulans (species)","Fungi","Ascomycota","Eurotiales"
"309","A0A1X2HJT3","Syncephalastrum racemosum (Filamentous fungus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Syncephalastraceae (family), Syncephalastrum (genus)","Fungi","Mucoromycota","Mucorales"
"310","A0A2I0M5E9","Columba livia (Rock dove)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Deuterostomia (no rank), Chordata (phylum), Craniata (subphylum), Vertebrata (no rank), Gnathostomata (no rank), Teleostomi (no rank), Euteleostomi (no rank), Sarcopterygii (superclass), Dipnotetrapodomorpha (no rank), Tetrapoda (no rank), Amniota (no rank), Sauropsida (no rank), Sauria (no rank), Archelosauria (no rank), Archosauria (no rank), Dinosauria (no rank), Saurischia (no rank), Theropoda (no rank), Coelurosauria (no rank), Aves (class), Neognathae (infraclass), Columbiformes (order), Columbidae (family), Columba (genus)","Metazoa","Chordata","Columbiformes"
"311","A0A2S4PQ08","Erysiphe pulchra","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Erysiphales (order), Erysiphaceae (family), Erysiphe (genus)","Fungi","Ascomycota","Erysiphales"
"312","A0A384JF37","Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Helotiales (order), Sclerotiniaceae (family), Botrytis (genus), Botryotinia fuckeliana (species)","Fungi","Ascomycota","Helotiales"
"313","A0A420I2N7","Erysiphe neolycopersici","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), sordariomyceta (no rank), Leotiomycetes (class), Erysiphales (order), Erysiphaceae (family), Erysiphe (genus)","Fungi","Ascomycota","Erysiphales"
"314","A0A421JJH4","Spathaspora sp. JA1","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (no rank), Debaryomycetaceae (family), Spathaspora (genus), unclassified Spathaspora (no rank)","Fungi","Ascomycota","Saccharomycetales"
"315","A0A423TP68","Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Metazoa (kingdom), Eumetazoa (no rank), Bilateria (no rank), Protostomia (no rank), Ecdysozoa (no rank), Panarthropoda (no rank), Arthropoda (phylum), Mandibulata (no rank), Pancrustacea (no rank), Crustacea (subphylum), Multicrustacea (superclass), Malacostraca (class), Eumalacostraca (subclass), Eucarida (superorder), Decapoda (order), Dendrobranchiata (suborder), Penaeoidea (superfamily), Penaeidae (family), Penaeus (genus)","Metazoa","Arthropoda","Decapoda"
"316","A0A5B0SDC3","Puccinia graminis f. sp. tritici","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia graminis (species)","Fungi","Basidiomycota","Pucciniales"
"317","A0A5M3N769","Coniophora puteana (strain RWD-64-598) (Brown rot fungus)","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Coniophorineae (suborder), Coniophoraceae (family), Coniophora (genus), Coniophora puteana (species)","Fungi","Basidiomycota","Boletales"
"318","A0A5N6MLC4","Mikania micrantha","cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (no rank), Tracheophyta (no rank), Euphyllophyta (no rank), Spermatophyta (no rank), Magnoliopsida (class), Mesangiospermae (no rank), eudicotyledons (no rank), Gunneridae (no rank), Pentapetalae (no rank), asterids (no rank), campanulids (no rank), Asterales (order), Asteraceae (family), Asteroideae (subfamily), Heliantheae alliance (no rank), Eupatorieae (tribe), Mikania (genus)","Viridiplantae","Streptophyta","Asterales"
"319","A0A662X9Z9","Nothophytophthora sp. Chile5","cellular organisms (no rank), Eukaryota (superkingdom), Sar (no rank), Stramenopiles (no rank), Oomycota (phylum), Peronosporales (order), Peronosporaceae (family), Nothophytophthora (genus), unclassified Nothophytophthora (no rank)","no_kingdom_rank","Oomycota","Peronosporales"
"320","A0A6A3K044","Phytophthora rubi","cellular organisms (no rank), Eukaryota (superkingdom), Sar (no rank), Stramenopiles (no rank), Oomycota (phylum), Peronosporales (order), Peronosporaceae (family), Phytophthora (genus)","no_kingdom_rank","Oomycota","Peronosporales"
"321","A0A6A5BJ39","Naegleria fowleri (Brain eating amoeba)","cellular organisms (no rank), Eukaryota (superkingdom), Discoba (no rank), Heterolobosea (phylum), Tetramitia (no rank), Eutetramitia (no rank), Vahlkampfiidae (family), Naegleria (genus)","no_kingdom_rank","Heterolobosea","no_order_rank"
"322","A0A6A6Z9N8","Mytilinidion resinicola","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Mytilinidiales (order), Mytilinidiaceae (family), Mytilinidion (genus)","Fungi","Ascomycota","Mytilinidiales"
"323","A0A6B2L8Y0","Arcella intermedia","cellular organisms (no rank), Eukaryota (superkingdom), Amoebozoa (no rank), Tubulinea (phylum), Elardia (class), Arcellinida (order), Sphaerothecina (suborder), Arcellidae (family), Arcella (genus)","no_kingdom_rank","Tubulinea","Arcellinida"
"324","A0A6G1G617","Eremomyces bilateralis CBS 781.70","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetes incertae sedis (no rank), Eremomycetales (order), Eremomycetaceae (family), Eremomyces (genus), Eremomyces bilateralis (species)","Fungi","Ascomycota","Eremomycetales"
"325","A0A6J3MCH2","Dissoconium aciculare CBS 342.82","cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Dissoconiaceae (family), Dissoconium (genus), Dissoconium aciculare (species)","Fungi","Ascomycota","Mycosphaerellales"
"326","A0A7J6KUF1","Perkinsus olseni (Perkinsus atlanticus)","cellular organisms (no rank), Eukaryota (superkingdom), Sar (no rank), Alveolata (no rank), Perkinsozoa (phylum), Perkinsea (no rank), Perkinsida (order), Perkinsidae (family), Perkinsus (genus)","no_kingdom_rank","Perkinsozoa","Perkinsida"
